CATEGORY,SUBCATEGORY,revenue,units,profit,margin_pct
Phones,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,604.75,5,132.29,21.88
Paper,Xerox 1911,603.54,13,279.74,46.35
Chairs,Office Star - Task Chair with Contemporary Loop Arms,600.46,8,47.31,7.88
Machines,Lexmark 20R1285 X6650 Wireless All-in-One Printer,600.00,6,218.40,36.40
Phones,Anker Astro 15000mAh USB Portable Charger,599.88,13,-23.99,-4.00
Storage,"Contico 72""H Heavy-Duty Storage System",598.31,16,-57.37,-9.59
Machines,Hewlett-Packard Deskjet 5550 Printer,597.13,3,49.76,8.33
Paper,Xerox 1942,597.06,13,278.95,46.72
Phones,Grandstream GXP2100 Mainstream Business Phone,596.62,10,45.90,7.69
Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",593.84,27,260.83,43.92
Accessories,Microsoft Wireless Mobile Mouse 4000,591.85,15,183.95,31.08
Phones,Panasonic KX TS3282B Corded phone,590.34,9,44.28,7.50
Paper,Xerox 1910,586.09,14,236.36,40.33
Binders,Wilson Jones Century Plastic Molded Ring Binders,583.64,48,55.24,9.46
Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,582.68,13,57.33,9.84
Storage,Fellowes Econo/Stor Drawers,581.58,7,-56.22,-9.67
Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",581.17,14,81.56,14.03
Machines,Canon PC170 Desktop Personal Copier,575.82,6,67.18,11.67
Paper,Xerox 1991,575.57,26,254.90,44.29
Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",575.46,12,107.42,18.67
Labels,Avery 477,573.96,20,244.24,42.55
Art,Panasonic KP-150 Electric Pencil Sharpener,573.65,16,126.81,22.11
Paper,Xerox 1944,573.65,16,257.36,44.86
Phones,PureGear Roll-On Screen Protector,571.71,34,218.29,38.18
Accessories,First Data TMFD35 PIN Pad,571.20,4,119.95,21.00
Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",570.77,24,225.04,39.43
Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",569.24,19,162.64,28.57
Art,Sanford 52201 APSCO Electric Pencil Sharpener,565.39,14,140.94,24.93
Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,563.81,21,66.27,11.75
Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,563.03,13,56.29,10.00
Appliances,Belkin F9M820V08 8 Outlet Surge,558.74,15,101.00,18.08
Accessories,Microsoft Natural Ergonomic Keyboard 4000,557.81,19,107.66,19.30
Accessories,Memorex Micro Travel Drive 16 GB,556.45,39,126.16,22.67
Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,554.24,22,157.96,28.50
Envelopes,Jet-Pak Recycled Peel N Seal Padded Mailers,552.70,19,177.66,32.14
Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,551.90,11,89.98,16.30
Furnishings,12-1/2 Diameter Round Wall Clock,551.46,36,91.10,16.52
Accessories,"Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ",549.88,13,120.98,22.00
Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",546.82,12,61.52,11.25
Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",546.19,17,17.45,3.19
Phones,Panasonic Business Telephones KX-T7736,546.06,3,163.82,30.00
Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",545.03,22,85.23,15.64
Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,543.60,15,228.30,42.00
Paper,Xerox 1884,543.46,32,204.58,37.64
Phones,I Needs 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,542.99,52,95.20,17.53
Bookcases,OSullivan 5-Shelf Heavy-Duty Bookcases,540.80,9,-12.29,-2.27
Paper,Xerox 1935,538.15,21,239.00,44.41
Accessories,Memorex Froggy Flash Drive 8 GB,536.05,32,189.57,35.36
Furnishings,Tensor Computer Mounted Lamp,536.04,36,144.72,27.00
Art,Boston KS Multi-Size Manual Pencil Sharpener,533.36,25,119.54,22.41
Accessories,Logitech ClearChat Comfort/USB Headset H390,533.07,19,160.23,30.06
Binders,Wilson Jones Legal Size Ring Binders,532.16,44,48.38,9.09
Furnishings,Howard Miller Distant Time Traveler Alarm Clock,531.95,21,192.22,36.13
Art,Newell 334,531.71,27,135.30,25.45
Appliances,Staple holder,528.78,52,118.01,22.32
Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,527.47,28,236.56,44.85
Binders,"Premier Elliptical Ring Binder, Black",526.61,46,-201.51,-38.27
Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",523.59,20,118.21,22.58
Storage,Space Solutions Industrial Galvanized Steel Shelving.,520.08,7,-20.49,-3.94
Tables,Bevis Round Conference Room Tables and Bases,519.94,4,-39.44,-7.59
Storage,Rogers Profile Extra Capacity Storage Tub,518.94,32,4.70,0.91
Storage,"Decoflex Hanging Personal Folder File, Blue",518.11,35,124.13,23.96
Labels,Alphabetical Labels for Top Tab Filing,518.00,37,244.20,47.14
Storage,"Tenex Personal Project File with Scoop Front Design, Black",517.63,40,118.61,22.91
Paper,Xerox 1889,516.62,10,236.33,45.75
Phones,Cisco SPA112 2 Port Phone Adapter,516.53,11,87.38,16.92
Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,516.22,29,122.84,23.80
Phones,Nokia Lumia 521 (T-Mobile),515.83,20,83.98,16.28
Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,515.79,11,201.15,39.00
Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",514.56,13,23.54,4.57
Furnishings,DAX Natural Wood-Tone Poster Frame,513.72,23,123.92,24.12
Paper,Xerox 1887,512.20,30,216.26,42.22
Art,Newell 319,511.87,28,123.01,24.03
Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",508.73,21,99.57,19.57
Machines,Socket Bluetooth Cordless Hand Scanner (CHS),506.28,3,177.20,35.00
Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,504.25,33,88.24,17.50
Accessories,Logitech Media Keyboard K200,503.86,16,50.39,10.00
Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",503.28,24,181.19,36.00
Paper,Xerox 197,501.88,18,195.18,38.89
Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",501.39,39,221.85,44.25
Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",500.31,14,101.79,20.35
Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,499.75,26,99.55,19.92
Paper,Xerox 1937,499.61,12,199.84,40.00
Phones,Jensen SMPS-640 - speaker phone,496.58,12,88.28,17.78
Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",496.24,30,113.28,22.83
Binders,GBC VeloBinder Electric Binding Machine,496.02,15,-411.33,-82.93
Phones,GE DSL Phone Line Filter,495.88,15,69.99,14.11
Accessories,Belkin QODE FastFit Bluetooth Keyboard,495.60,9,16.11,3.25
Accessories,"Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ",491.84,17,32.98,6.71
Phones,Samsung HM1900 Bluetooth Headset,491.68,27,195.34,39.73
Paper,Xerox 1925,489.48,18,182.78,37.34
Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,489.38,4,-70.83,-14.47
Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",488.91,32,223.12,45.64
Phones,Clearsounds A400,488.33,11,-48.83,-10.00
Furnishings,24-Hour Round Wall Clock,487.51,27,180.02,36.93
Binders,GBC Recycled VeloBinder Covers,487.34,42,100.87,20.70
Storage,Safco Commercial Shelving,483.71,11,-7.44,-1.54
Storage,"Sortfiler Multipurpose Personal File Organizer, Black",483.42,24,118.93,24.60
Phones,AT&T CL82213,481.23,17,131.33,27.29
Storage,Fellowes Neat Ideas Storage Cubes,480.70,16,-18.18,-3.78
Machines,NeatDesk Desktop Scanner & Digital Filing System,479.99,2,56.00,11.67
Accessories,Cherry 142-key Programmable Keyboard,479.72,4,52.77,11.00
Furnishings,"Howard Miller 12"" Round Wall Clock",479.34,14,127.30,26.56
Art,Staples in misc. colors,478.82,86,124.06,25.91
Accessories,Kingston Digital DataTraveler 16GB USB 2.0,477.93,57,64.68,13.53
Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",477.66,24,115.64,24.21
Storage,Fellowes Super Stor/Drawer,477.30,18,67.71,14.19
Art,Newell 345,476.17,26,94.46,19.84
Phones,AT&T SB67148 SynJ,475.12,8,89.75,18.89
Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,469.40,24,150.37,32.03
Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",468.47,7,51.10,10.91
Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,467.92,11,-14.62,-3.12
Furnishings,Tenex Chairmats For Use with Hard Floors,467.71,20,-129.93,-27.78
Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,467.22,18,143.76,30.77
Phones,Jackery Bar Premium Fast-charging Portable Charger,467.22,18,192.27,41.15
Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",467.07,17,162.05,34.70
Binders,GBC Recycled Grain Textured Covers,466.30,20,107.06,22.96
Binders,GBC Standard Therm-A-Bind Covers,466.01,34,8.50,1.82
Machines,Ricoh - Ink Collector Unit for GX3000 Series Printers,465.65,14,36.91,7.93
Appliances,Belkin F5C206VTEL 6 Outlet Surge,464.20,22,110.30,23.76
Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base,463.80,11,73.03,15.75
Storage,"Fellowes Personal Hanging Folder Files, Navy",462.33,36,90.04,19.48
Accessories,V7 USB Numeric Keypad,461.87,16,-58.78,-12.73
Art,Newell 34,460.28,25,93.26,20.26
Storage,"Personal Filing Tote with Lid, Black/Gray",459.09,31,112.90,24.59
Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",458.70,36,103.43,22.55
Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",458.50,16,185.88,40.54
Storage,Acco Perma 4000 Stacking Storage Drawers,457.97,31,30.04,6.56
Furnishings,DAX Black Cherry Wood-Tone Poster Frame,455.44,24,61.44,13.49
Furnishings,9-3/4 Diameter Round Wall Clock,455.07,34,183.14,40.24
Phones,Panasonic KX - TS880B Telephone,453.42,11,122.43,27.00
Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",452.97,8,105.49,23.29
Binders,Poly Designer Cover & Back,451.97,35,106.34,23.53
Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",449.97,4,48.00,10.67
Storage,Mobile Personal File Cube,449.66,21,90.63,20.16
Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,448.91,14,-7.05,-1.57
Supplies,"Acme 10"" Easy Grip Assistive Scissors",448.77,26,129.74,28.91
Machines,Hewlett-Packard Deskjet D4360 Printer,447.97,4,139.99,31.25
Art,Boston 16801 Nautilus Battery Pencil Sharpener,444.61,23,69.99,15.74
Storage,Rogers Deluxe File Chest,444.00,22,-34.72,-7.82
Paper,Xerox 194,443.84,9,184.19,41.50
Accessories,Imation Clip USB flash drive - 8 GB,443.68,25,1.89,0.43
Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,442.56,29,171.28,38.70
Furnishings,"Seth Thomas 16"" Steel Case Clock",441.73,19,28.26,6.40
Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,440.00,18,84.50,19.20
Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",437.70,18,138.32,31.60
Art,Prismacolor Color Pencil Set,436.47,24,155.55,35.64
Appliances,Fellowes Basic Home/Office Series Surge Protectors,436.13,41,58.28,13.36
Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",434.56,24,197.10,45.36
Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",433.79,38,125.80,29.00
Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,432.43,35,60.43,13.97
Art,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",431.29,13,165.20,38.30
Storage,Advantus Rolling Storage Box,428.75,27,90.71,21.16
Phones,Cisco SPA525G2 IP Phone - Wireless,426.93,26,43.08,10.09
Furnishings,"Eldon Image Series Desk Accessories, Burgundy",426.56,51,116.70,27.36
Bookcases,OSullivan Cherrywood Estates Traditional Bookcase,424.90,6,27.20,6.40
Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,422.76,10,172.94,40.91
Binders,Canvas Sectional Post Binders,422.64,28,59.07,13.98
Furnishings,Staple-based wall hangings,422.29,62,121.98,28.89
Labels,Round Specialty Laser Printer Labels,421.01,39,162.01,38.48
Accessories,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",419.88,12,29.40,7.00
Phones,Motorla HX550 Universal Bluetooth Headset,419.23,15,122.60,29.24
Paper,Xerox 1939,417.34,22,200.33,48.00
Paper,Xerox 19,415.13,15,159.55,38.43
Phones,i.Sound Portable Power - 8000 mAh,413.31,9,-58.83,-14.23
Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",409.99,36,111.28,27.14
Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,409.60,20,110.60,27.00
Furnishings,Nu-Dell Executive Frame,409.54,39,98.96,24.16
Storage,"Tennsco Lockers, Sand",407.02,22,56.23,13.82
Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",406.78,13,14.31,3.52
Paper,Computer Printout Paper with Letter-Trim Perforations,405.96,24,169.20,41.68
Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",405.36,15,109.78,27.08
Art,Model L Table or Wall-Mount Pencil Sharpener,402.98,24,92.11,22.86
Storage,"Tennsco Lockers, Gray",402.81,22,-26.43,-6.56
Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",400.02,3,-113.26,-28.31
Machines,Lexmark X 9575 Professional All-in-One Color Printer,396.00,4,190.08,48.00
Phones,Griffin GC17055 Auxiliary Audio Cable,395.78,27,46.06,11.64
Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",390.66,17,132.83,34.00
Binders,Ibico Standard Transparent Covers,390.57,34,104.83,26.84
Art,Boston 1799 Powerhouse Electric Pencil Sharpener,389.70,15,109.11,28.00
Accessories,Logitech Wireless Headset H600 Over-The-Head Design,386.91,10,133.27,34.44
Appliances,Fellowes Advanced Computer Series Surge Protectors,386.75,15,100.66,26.03
Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",386.08,39,76.94,19.93
Machines,Cisco Desktop Collaboration Experience DX650 IP Video Phone,385.80,5,130.21,33.75
Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,384.84,18,-55.98,-14.55
Accessories,"Logitech Wireless Boombox Speaker - portable - wireless, wired",383.04,4,148.96,38.89
Accessories,Memorex Micro Travel Drive 32 GB,379.71,12,129.97,34.23
Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,379.40,10,-48.78,-12.86
Phones,AT&T EL51110 DECT,377.97,3,109.61,29.00
Furnishings,"Executive Impressions 14""",377.91,17,166.29,44.00
Binders,Clear Mylar Reinforcing Strips,377.54,29,90.27,23.91
Envelopes,Globe Weis Peel & Seel First Class Envelopes,375.73,30,164.85,43.87
Storage,Tennsco Commercial Shelving,374.25,21,-48.60,-12.99
Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",374.07,24,122.36,32.71
Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",373.79,26,24.81,6.64
Labels,Avery 505,372.96,28,165.76,44.44
Binders,GBC Durable Plastic Covers,369.58,34,14.31,3.87
Furnishings,36X48 HARDFLOOR CHAIRMAT,369.25,21,-40.49,-10.97
Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",368.46,11,93.16,25.28
Accessories,Lenovo 17-Key USB Numeric Keypad,367.09,13,22.44,6.11
Accessories,Logitech Wireless Touch Keyboard K400,364.85,15,53.73,14.73
Accessories,SanDisk Cruzer 32 GB USB Flash Drive,361.38,20,102.70,28.42
Accessories,KeyTronic 6101 Series - Keyboard - Black,360.71,10,127.07,35.23
Accessories,Microsoft Arc Touch Mouse,359.70,7,91.12,25.33
Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",357.95,13,94.77,26.48
Appliances,Holmes Odor Grabber,357.62,30,67.79,18.96
Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,357.00,25,23.25,6.51
Accessories,Kingston Digital DataTraveler 32GB USB 2.0,355.95,22,5.42,1.52
Binders,Aluminum Screw Posts,354.02,41,41.19,11.63
Storage,Pizazz Global Quick File,353.29,24,94.61,26.78
Paper,Xerox 1929,351.74,16,154.40,43.90
Machines,I.R.I.S IRISCard Anywhere 5 Card Scanner,350.97,3,152.09,43.33
Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,350.20,13,8.75,2.50
Storage,Eldon Gobal File Keepers,348.22,24,-0.60,-0.17
Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",347.31,32,85.80,24.70
Furnishings,"Executive Impressions 14"" Contract Wall Clock",346.79,17,93.59,26.99
Binders,Trimflex Flexible Post Binders,346.35,21,112.89,32.59
Storage,Sterilite Officeware Hinged File Box,345.84,35,78.09,22.58
Storage,Eldon Simplefile Box Office,345.83,30,77.13,22.30
Storage,2300 Heavy-Duty Transfer File Systems by Perma,344.72,16,20.98,6.09
Appliances,Fellowes Mighty 8 Compact Surge Protector,344.58,19,67.30,19.53
Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,344.10,8,-42.17,-12.26
Appliances,"Acco Six-Outlet Power Strip, 4 Cord Length",343.08,41,81.54,23.77
Binders,GBC VeloBind Cover Sets,342.77,42,18.53,5.41
Paper,Tops Green Bar Computer Printout Paper,342.58,7,171.29,50.00
Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,342.55,17,92.48,27.00
Machines,"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner",341.99,3,-319.19,-93.33
Phones,Classic Ivory Antique Telephone ZL1810,341.67,4,40.19,11.76
Storage,Letter Size File,341.42,10,59.55,17.44
Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,339.84,22,23.20,6.83
Furnishings,Luxo Economy Swing Arm Lamp,338.98,17,94.92,28.00
Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",338.12,24,62.66,18.53
Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",336.95,34,150.97,44.80
Machines,Wasp CCD Handheld Bar Code Reader,336.51,3,44.87,13.33
Phones,"BlueLounge Milo Smartphone Stand, White/Metallic",335.89,12,76.78,22.86
Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",334.37,22,98.26,29.39
Paper,Xerox 226,334.37,53,155.76,46.58
Furnishings,"Contract Clock, 14"", Brown",334.09,21,29.47,8.82
Appliances,Holmes 99% HEPA Air Purifier,333.57,17,86.85,26.04
Furnishings,Eldon Econocleat Chair Mats for Low Pile Carpets,331.76,8,39.81,12.00
Art,Bulldog Vacuum Base Pencil Sharpener,330.92,31,59.60,18.01
Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,329.94,31,-48.59,-14.73
Paper,Xerox 1979,328.39,11,140.96,42.92
Envelopes,Multimedia Mailers,325.86,2,149.90,46.00
Accessories,KeyTronic E03601U1 - Keyboard - Beige,324.00,18,58.32,18.00
Phones,RCA ViSYS 25425RE1 Corded phone,323.98,3,36.45,11.25
Bookcases,Sauder Cornerstone Collection Library,322.19,14,-81.17,-25.19
Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,321.85,20,106.18,32.99
Paper,Personal Creations Ink Jet Cards and Labels,321.44,28,157.50,49.00
Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",320.25,22,139.07,43.43
Machines,Konica Minolta magicolor 1690MF Multifunction Printer,319.92,8,118.37,37.00
Storage,X-Rack File for Hanging Folders,318.38,30,67.74,21.28
Storage,"Rogers Jumbo File, Granite",317.77,24,-4.88,-1.54
Furnishings,"Seth Thomas 13 1/2"" Wall Clock",316.48,20,71.13,22.48
Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",314.54,15,-0.01,0.00
Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",310.20,31,52.43,16.90
Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",308.99,16,94.51,30.59
Binders,Recycled Easel Ring Binders,308.83,35,21.64,7.01
Supplies,Fiskars Softgrip Scissors,307.44,28,86.08,28.00
Supplies,Acme Box Cutter Scissors,306.90,31,72.23,23.54
Appliances,3M Replacement Filter for Office Air Cleaner for 20 x 33 Room,303.36,14,-20.47,-6.75
Storage,Eldon Fold N Roll Cart System,301.97,24,63.75,21.11
Storage,Eldon Shelf Savers Cubes and Bins,300.14,45,-7.66,-2.55
Machines,Lexmark S315 Color Inkjet Printer,299.97,5,34.99,11.66
Furnishings,Tensor Track Tree Floor Lamp,299.85,17,38.19,12.74
Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,299.20,9,-177.23,-59.23
Accessories,Memorex Micro Travel Drive 8 GB,299.00,26,113.10,37.83
Furnishings,Coloredge Poster Frame,298.20,21,116.29,39.00
Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,297.99,13,70.49,23.66
Paper,Xerox 1992,297.12,26,120.80,40.66
Accessories,Maxell DVD-RAM Discs,296.64,18,127.55,43.00
Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",296.18,29,119.74,40.43
Paper,Xerox 1933,294.72,24,138.52,47.00
Art,Stanley Contemporary Battery Pencil Sharpeners,293.70,24,63.01,21.45
Accessories,Micropad Numeric Keypads,291.85,15,66.96,22.94
Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",291.46,15,97.16,33.34
Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,289.45,31,-113.78,-39.31
Art,Peel-Off China Markers,287.97,31,109.42,38.00
Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",287.87,39,64.14,22.28
Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",286.67,37,115.30,40.22
Paper,Embossed Ink Jet Note Cards,284.38,15,108.34,38.10
Storage,"Iris 3-Drawer Stacking Bin, Black",284.11,16,-43.45,-15.29
Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",281.89,37,127.60,45.27
Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,281.66,6,6.12,2.17
Paper,Xerox 1898,280.56,46,120.75,43.04
Accessories,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,280.00,14,109.20,39.00
Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",279.96,4,120.39,43.00
Phones,Macally Suction Cup Mount,279.63,26,-31.07,-11.11
Furnishings,Westinghouse Clip-On Gooseneck Lamps,279.56,38,44.19,15.81
Supplies,Acme Forged Steel Scissors with Black Enamel Handles,279.30,32,67.78,24.27
Binders,Storex Dura Pro Binders,278.57,71,50.53,18.14
Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,277.92,4,83.37,30.00
Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",277.38,28,126.69,45.67
Binders,Large Capacity Hanging Post Binders,276.94,22,-19.47,-7.03
Storage,"Neat Ideas Personal Hanging Folder Files, Black",276.65,22,58.03,20.98
Accessories,HP Standard 104 key PS/2 Keyboard,275.50,20,58.00,21.05
Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,275.08,19,42.79,15.56
Storage,Staple magnet,272.90,33,44.80,16.42
Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,272.90,11,27.29,10.00
Binders,Fellowes Binding Cases,271.44,31,71.96,26.51
Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,270.84,23,108.10,39.91
Storage,Adjustable Personal File Tote,270.25,18,53.40,19.76
Binders,Plastic Binding Combs,269.67,23,84.98,31.51
Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",269.41,35,-2.27,-0.84
Binders,"GBC White Gloss Covers, Plain Front",269.33,31,31.42,11.67
Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",268.50,30,123.50,46.00
Paper,Xerox 1938,268.24,7,93.88,35.00
Furnishings,Eldon Wave Desk Accessories,266.73,61,98.99,37.11
Labels,Avery 475,266.40,18,133.20,50.00
Appliances,Belkin F9S820V06 8 Outlet Surge,266.33,17,-120.17,-45.12
Accessories,Belkin Standard 104 key USB Keyboard,265.54,21,5.10,1.92
Furnishings,Ultra Door Pull Handle,265.11,27,74.78,28.21
Accessories,Maxell 4.7GB DVD+RW 3/Pack,264.44,17,88.41,33.43
Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",264.02,26,113.48,42.98
Art,Newell 324,263.34,23,72.07,27.37
Supplies,Staple remover,263.09,61,24.08,9.15
Paper,"Southworth 100% Résumé Paper, 24lb.",262.97,35,113.19,43.04
Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",262.76,20,-7.62,-2.90
Storage,File Shuttle I and Handi-File,262.66,13,51.41,19.57
Appliances,Belkin 6 Outlet Metallic Surge Strip,262.45,29,28.74,10.95
Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",261.60,28,41.85,16.00
Furnishings,Hand-Finished Solid Wood Document Frame,260.15,8,68.47,26.32
Appliances,3M Office Air Cleaner,259.80,10,90.93,35.00
Storage,Desktop 3-Pocket Hot File,259.68,5,59.51,22.92
Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",259.10,12,115.15,44.44
Furnishings,"Executive Impressions 10"" Spectator Wall Clock",258.72,22,87.97,34.00
Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",258.72,51,-27.17,-10.50
Binders,Avery Legal 4-Ring Binder,258.05,16,90.21,34.96
Phones,Mediabridge Sport Armband iPhone 5s,257.75,30,-38.95,-15.11
Binders,GBC Poly Designer Binding Covers,256.13,18,102.44,40.00
Art,Berol Giant Pencil Sharpener,254.85,17,49.78,19.53
Furnishings,"Linden 10"" Round Wall Clock, Black",253.65,21,41.88,16.51
Phones,Apple EarPods with Remote and Mic,251.91,10,50.38,20.00
Furnishings,Magnifier Swing Arm Lamp,251.76,12,65.46,26.00
Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,251.40,12,52.80,21.00
Storage,Hanging Personal Folder File,251.20,17,51.03,20.31
Accessories,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,250.92,18,35.13,14.00
Labels,Avery 473,248.40,24,119.25,48.01
Storage,Belkin OmniView SE Rackmount Kit,248.36,7,0.00,0.00
Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",248.29,12,91.04,36.67
